sale_date,item_name,net_quantity,index_id
06/11/2016,"Cappuccino, Unknown",1,184
09/29/2016,Espresso,1,185
07/30/2016,NOLA Carton,1,186
12/19/2016,Drip Coffee,1,187
02/20/2016,Espresso,1,188
02/22/2016,Drip Coffee,1,189
02/12/2016,Drip Coffee,1,190
07/08/2016,Latte,1,191
08/17/2016,Chemex Coffee,1,192
05/23/2016,New Orleans Iced Coffee (cup),1,193
11/20/2016,Latte,1,194
07/10/2016,Macchiato,1,195
06/08/2016,S.O. Iced Coffee,1,196
12/20/2016,Chemex Coffee,1,197
07/14/2016,Latte,1,198
05/28/2016,S.O. Iced Coffee,1,199
02/04/2016,Gibraltar,1,200
09/24/2016,"Cappuccino, Unknown",1,201
11/09/2016,Espresso,1,202
11/21/2016,NOLA Carton,2,203
10/09/2016,Mocha,1,204
10/30/2016,Latte,1,205
12/06/2016,Hot Chocolate,1,206
11/03/2016,Latte,1,207
08/07/2016,"Au Lait, Unknown",1,208
11/21/2016,Drip Coffee,2,209
11/14/2016,"Cappuccino, Unknown",1,210
07/14/2016,Drip Coffee,1,211
05/11/2016,New Orleans Iced Coffee (cup),1,212
10/25/2016,Espresso,4,213
08/18/2016,Americano,1,214
08/12/2016,"Cappuccino, Unknown",1,215
06/14/2016,Latte,1,216
05/31/2016,Latte,1,217
04/05/2016,New Orleans Iced Coffee (cup),1,218
07/16/2016,New Orleans Iced Coffee (cup),1,219
05/04/2016,Latte,1,220
09/28/2016,New Orleans Iced Coffee (cup),2,221
06/27/2016,"Cappuccino, Unknown",1,222
05/24/2016,S.O. Iced Coffee,1,223
06/02/2016,New Orleans Iced Coffee (cup),1,224
05/30/2016,Latte,1,225
05/29/2016,Americano,1,226
02/07/2016,Drip Coffee,1,227
12/02/2016,Tea,1,228
03/16/2016,New Orleans Iced Coffee (cup),1,229
05/26/2016,Espresso,1,230
04/15/2016,Drip Coffee,1,231
09/06/2016,New Orleans Iced Coffee (cup),1,232
05/07/2016,Latte,2,233
12/30/2016,Gibraltar,1,234
08/01/2016,Drip Coffee,1,235
10/05/2016,NOLA Carton,5,236
04/01/2016,"Cappuccino, Unknown",1,237
12/08/2016,Americano,1,238
07/08/2016,"Cappuccino, Unknown",1,239
04/25/2016,"Cappuccino, Unknown",1,240
10/17/2016,Chemex Coffee,1,241
11/01/2016,Mocha,1,242
06/28/2016,"Cappuccino, Unknown",1,243
05/06/2016,"Cappuccino, Unknown",1,244
12/06/2016,Latte,1,245
06/22/2016,New Orleans Iced Coffee (cup),1,246
07/08/2016,Espresso,1,247
08/16/2016,S.O. Iced Coffee,1,248
04/10/2016,Mocha,1,249
04/24/2016,Drip Coffee,1,250
07/27/2016,Latte,1,251
09/12/2016,S.O. Iced - 4 oz Oji,1,252
05/19/2016,"Cappuccino, Unknown",1,253
07/16/2016,S.O. Iced Coffee,1,254
02/09/2016,Mocha,1,255
04/06/2016,Macchiato,1,256
03/02/2016,Latte,1,257
06/29/2016,Cascara Fizz,2,258
09/30/2016,S.O. Iced Coffee,1,259
10/05/2016,"Cappuccino, Unknown",1,260
04/27/2016,Latte,1,261
12/17/2016,"Cappuccino, Unknown",1,262
12/10/2016,Tea,1,263
05/19/2016,"Cappuccino, Unknown",1,264
11/09/2016,New Orleans Iced Coffee (cup),1,265
11/21/2016,Latte,1,266
05/12/2016,Still Water,1,267
09/07/2016,Hot Chocolate,1,268
06/09/2016,"Cappuccino, Unknown",1,269
12/23/2016,Hot Chocolate,1,270
04/08/2016,Drip Coffee,1,271
11/11/2016,"Cappuccino, Unknown",1,272
10/22/2016,Chemex Coffee,1,273
11/24/2016,New Orleans Iced Coffee (cup),2,274
06/10/2016,New Orleans Iced Coffee (cup),1,275
12/14/2016,Tea,1,276
09/06/2016,"Cappuccino, Unknown",1,277
10/17/2016,Latte,1,278
03/16/2016,Drip Coffee,1,279
08/12/2016,Mocha,2,280
10/12/2016,"Cappuccino, Unknown",1,281
06/22/2016,"Cappuccino, Unknown",1,282
05/17/2016,Tea,2,283
04/02/2016,Chemex Coffee,1,284
09/30/2016,New Orleans Iced Coffee (cup),2,285
08/23/2016,Espresso,1,286
09/07/2016,Macchiato,1,287
03/29/2016,NOLA Carton,1,288
05/12/2016,S.O. Iced - 4 oz Oji,1,289
11/12/2016,Latte,1,290
09/27/2016,New Orleans Iced Coffee (cup),1,291
12/20/2016,Latte,1,292
06/19/2016,NOLA Carton,1,293
05/28/2016,Espresso,1,294
04/02/2016,"Cappuccino, Unknown",1,295
05/02/2016,New Orleans Iced Coffee (cup),1,296
08/09/2016,Latte,1,297
05/24/2016,Latte,1,298
02/05/2016,Shakerato,-1,299
06/30/2016,Drip Coffee,1,300
12/05/2016,Latte,1,301
04/04/2016,Latte,1,302
10/25/2016,Latte,2,303
08/16/2016,S.O. Iced Coffee,1,304
12/19/2016,Hot Chocolate,1,305
03/29/2016,Mocha,1,306
06/25/2016,NOLA Carton,1,307
02/04/2016,Drip Coffee,-1,308
03/06/2016,New Orleans Iced Coffee (cup),2,309
06/01/2016,Drip Coffee,1,310
04/29/2016,New Orleans Iced Coffee (cup),3,311
09/09/2016,New Orleans Iced Coffee (cup),1,312
09/15/2016,Espresso,1,313
08/08/2016,Cascara Fizz,1,314
03/19/2016,Americano,1,315
11/24/2016,"Cappuccino, Unknown",1,316
04/12/2016,Latte,1,317
08/06/2016,New Orleans Iced Coffee (cup),1,318
03/22/2016,Espresso,1,319
08/31/2016,S.O. Iced - 4 oz Oji,1,320
11/02/2016,Cascara Fizz,1,321
07/14/2016,Drip Coffee,1,322
11/11/2016,"Cappuccino, Unknown",1,323
04/17/2016,"Cappuccino, Unknown",1,324
08/10/2016,Chemex Coffee,1,325
07/07/2016,Drip Coffee,1,326
11/06/2016,New Orleans Iced Coffee (cup),1,327
09/04/2016,Latte,1,328
02/16/2016,Sparkling Water,1,329
12/26/2016,Mocha,1,330
09/07/2016,Mocha,1,331
03/09/2016,Latte,1,332
06/21/2016,New Orleans Iced Coffee (cup),1,333
10/05/2016,New Orleans Iced Coffee (cup),1,334
03/16/2016,New Orleans Iced Coffee (cup),2,335
11/15/2016,Americano,1,336
04/08/2016,"Cappuccino, Unknown",1,337
07/19/2016,Hot Chocolate,1,338
12/07/2016,"Cappuccino, Unknown",2,339
03/22/2016,S.O. Iced Coffee,1,340
11/07/2016,Tea,1,341
08/20/2016,Drip Coffee,1,342
08/11/2016,Mocha,1,343
10/18/2016,Drip Coffee,1,344
12/03/2016,New Orleans Iced Coffee (cup),1,345
03/13/2016,Macchiato,1,346
06/21/2016,New Orleans Iced Coffee (cup),1,347
08/07/2016,Gibraltar,1,348
12/12/2016,NOLA Carton,1,349
04/09/2016,Latte,1,350
11/30/2016,Hot Chocolate,1,351
09/29/2016,Latte,1,352
07/02/2016,Drip Coffee,1,353
09/21/2016,"Cappuccino, Unknown",1,354
05/30/2016,NOLA Carton,2,355
12/14/2016,Mocha,1,356
07/27/2016,Drip Coffee,1,357
08/05/2016,S.O. Iced - 4 oz Oji,1,358
03/07/2016,Drip Coffee,1,359
09/29/2016,Apple Juice,1,360
09/06/2016,Latte,1,361
12/06/2016,New Orleans Iced Coffee (cup),1,362
07/14/2016,New Orleans Iced Coffee (cup),1,363
02/04/2016,Gibraltar,1,364
09/02/2016,Latte,1,365
11/11/2016,Drip Coffee,1,366
04/18/2016,Drip Coffee,1,367
10/04/2016,New Orleans Iced Coffee (cup),1,368
11/01/2016,New Orleans Iced Coffee (cup),1,369
08/09/2016,Mocha,1,370
11/20/2016,Latte,1,371
11/07/2016,Latte,1,372
05/17/2016,NOLA Carton,2,373
07/31/2016,Drip Coffee,1,374
03/30/2016,S.O. Iced Coffee,1,375
05/15/2016,New Orleans Iced Coffee (cup),1,376
11/04/2016,Drip Coffee,1,377
12/28/2016,Latte,1,378
08/04/2016,Drip Coffee,1,379
06/12/2016,"Cappuccino, Unknown",1,380
10/25/2016,New Orleans Iced Coffee (cup),1,381
11/10/2016,S.O. Iced - 4 oz Oji,1,382
07/30/2016,New Orleans Iced Coffee (cup),1,383
03/27/2016,Drip Coffee,1,384
11/24/2016,Gibraltar,1,385
05/28/2016,Latte,1,386
04/17/2016,"Cappuccino, Unknown",2,387
09/24/2016,Chemex Coffee,2,388
05/25/2016,"Cappuccino, Unknown",1,389
05/12/2016,"Cappuccino, Unknown",1,390
07/11/2016,"Cappuccino, Unknown",1,391
10/19/2016,"Cappuccino, Unknown",1,392
02/16/2016,Mocha,1,393
11/16/2016,Mocha,1,394
10/07/2016,"Cappuccino, Unknown",1,395
11/13/2016,Latte,1,396
03/23/2016,Drip Coffee,1,397
10/26/2016,New Orleans Iced Coffee (cup),1,398
06/03/2016,New Orleans Iced Coffee (cup),1,399
12/05/2016,Latte,1,400
06/28/2016,Americano,1,401
03/01/2016,S.O. Iced Coffee,1,402
10/12/2016,Drip Coffee,1,403
12/07/2016,Drip Coffee,1,404
11/11/2016,New Orleans Iced Coffee (cup),1,405
10/04/2016,Latte,1,406
04/09/2016,Latte,2,407
02/14/2016,"Cappuccino, Unknown",1,408
08/21/2016,Latte,1,409
02/28/2016,Drip Coffee,1,410
12/07/2016,Apple Juice,1,411
12/21/2016,"Cappuccino, Unknown",1,412
12/23/2016,New Orleans Iced Coffee (cup),1,413
12/07/2016,Drip Coffee,2,414
10/18/2016,Latte,1,415
07/28/2016,New Orleans Iced Coffee (cup),1,416
09/23/2016,Latte,1,417
07/23/2016,Drip Coffee,1,418
07/26/2016,"Cappuccino, Unknown",1,419
12/14/2016,New Orleans Iced Coffee (cup),1,420
04/11/2016,New Orleans Iced Coffee (cup),1,421
09/19/2016,Americano,1,422
09/30/2016,Drip Coffee,1,423
10/12/2016,Drip Coffee,1,424
07/06/2016,S.O. Iced Coffee,1,425
07/27/2016,"Cappuccino, Unknown",1,426
10/01/2016,Tea,1,427
07/15/2016,"Cappuccino, Unknown",2,428
12/13/2016,"Au Lait, Unknown",1,429
09/27/2016,Drip Coffee,1,430
02/15/2016,Latte,1,431
06/13/2016,New Orleans Iced Coffee (cup),1,432
08/09/2016,S.O. Iced - 4 oz Oji,2,433
08/09/2016,Drip Coffee,1,434
05/07/2016,Cascara Fizz,1,435
08/17/2016,"Cappuccino, Unknown",2,436
09/27/2016,Latte,1,437
02/11/2016,Drip Coffee,1,438
04/03/2016,Still Water,1,439
06/18/2016,Drip Coffee,1,440
08/23/2016,NOLA Carton,1,441
09/25/2016,"Cappuccino, Unknown",1,442
04/30/2016,New Orleans Iced Coffee (cup),1,443
11/26/2016,Latte,1,444
04/05/2016,Latte,1,445
09/27/2016,Chemex Coffee,1,446
08/03/2016,Drip Coffee,1,447
10/20/2016,New Orleans Iced Coffee (cup),2,448
07/10/2016,"Cappuccino, Unknown",1,449
06/30/2016,New Orleans Iced Coffee (cup),1,450
11/07/2016,Gibraltar,1,451
09/20/2016,Hot Chocolate,1,452
12/28/2016,Americano,1,453
12/10/2016,Mocha,1,454
09/13/2016,New Orleans Iced Coffee (cup),1,455
09/13/2016,New Orleans Iced Coffee (cup),2,456
06/21/2016,New Orleans Iced Coffee (cup),1,457
12/12/2016,Drip Coffee,1,458
02/26/2016,Latte,1,459
02/25/2016,Latte,1,460
09/21/2016,"Cappuccino, Unknown",1,461
09/14/2016,Latte,1,462
09/06/2016,Chemex Coffee,1,463
04/05/2016,Latte,1,464
04/22/2016,Gibraltar,1,465
03/20/2016,Latte,1,466
04/27/2016,Chemex Coffee,2,467
11/30/2016,Latte,1,468
05/27/2016,Latte,1,469
10/27/2016,Sparkling Water,1,470
02/14/2016,"Cappuccino, Unknown",1,471
07/12/2016,Apple Juice,1,472
03/01/2016,Espresso,1,473
05/07/2016,New Orleans Iced Coffee (cup),1,474
02/15/2016,New Orleans Iced Coffee (cup),1,475
12/18/2016,Espresso,1,476
11/11/2016,Espresso,1,477
03/01/2016,New Orleans Iced Coffee (cup),1,478
12/19/2016,New Orleans Iced Coffee (cup),1,479
12/05/2016,Sparkling Water,1,480
09/12/2016,Still Water,1,481
09/21/2016,Macchiato,1,482
11/29/2016,Milk,1,483
09/23/2016,Gibraltar,1,484
05/11/2016,New Orleans Iced Coffee (cup),1,485
11/24/2016,Gibraltar,1,486
09/29/2016,Gibraltar,1,487
11/23/2016,Americano,2,488
02/06/2016,Mocha,1,489
06/27/2016,Apple Juice,1,490
07/21/2016,"Cappuccino, Unknown",1,491
08/08/2016,Apple Juice,1,492
08/20/2016,New Orleans Iced Coffee (cup),1,493
09/08/2016,Americano,1,494
11/17/2016,"Cappuccino, Unknown",1,495
03/06/2016,Latte,1,496
04/01/2016,Latte,1,497
04/09/2016,New Orleans Iced Coffee (cup),2,498
06/04/2016,Drip Coffee,1,499
06/13/2016,S.O. Iced Coffee,1,500
06/14/2016,Latte,1,501
11/08/2016,NOLA Carton,1,502
03/29/2016,Latte,1,503
05/14/2016,Drip Coffee,1,504
03/11/2016,Drip Coffee,1,505
02/16/2016,Macchiato,1,506
08/31/2016,Latte,1,507
06/07/2016,"Cappuccino, Unknown",1,508
06/18/2016,New Orleans Iced Coffee (cup),1,509
05/30/2016,New Orleans Iced Coffee (cup),1,510
05/03/2016,Mocha,1,511
09/12/2016,Latte,1,512
05/17/2016,S.O. Iced Coffee,1,513
12/08/2016,Latte,1,514
07/24/2016,New Orleans Iced Coffee (cup),1,515
09/13/2016,Drip Coffee,1,516
09/10/2016,Drip Coffee,2,517
10/20/2016,Latte,1,518
04/27/2016,"Cappuccino, Unknown",2,519
02/08/2016,"Cappuccino, Unknown",1,520
05/04/2016,"Cappuccino, Unknown",1,521
11/13/2016,Drip Coffee,1,522
09/05/2016,New Orleans Iced Coffee (cup),1,523
05/25/2016,Drip Coffee,1,524
06/26/2016,Drip Coffee,1,525
12/16/2016,Apple Juice,1,526
10/31/2016,New Orleans Iced Coffee (cup),1,527
11/10/2016,Chemex Coffee,1,528
04/27/2016,Latte,1,529
08/20/2016,New Orleans Iced Coffee (cup),1,530
08/13/2016,Latte,1,531
10/07/2016,Milk,1,532
09/15/2016,Drip Coffee,1,533
10/19/2016,Latte,1,534
10/04/2016,New Orleans Iced Coffee (cup),1,535
06/12/2016,Latte,1,536
10/26/2016,Drip Coffee,1,537
08/09/2016,Drip Coffee,2,538
12/16/2016,Drip Coffee,1,539
07/31/2016,New Orleans Iced Coffee (cup),1,540
06/29/2016,"Cappuccino, Unknown",1,541
03/20/2016,"Cappuccino, Unknown",1,542
10/11/2016,New Orleans Iced Coffee (cup),2,543
05/03/2016,NOLA Carton,2,544
12/23/2016,Latte,1,545
12/18/2016,S.O. Iced - 4 oz Oji,1,546
12/22/2016,Mocha,1,547
05/15/2016,S.O. Iced Coffee,1,548
04/24/2016,Latte,1,549
05/11/2016,"Cappuccino, Unknown",1,550
08/08/2016,NOLA Carton,3,551
03/30/2016,Mocha,1,552
02/06/2016,Gibraltar,1,553
10/04/2016,"Cappuccino, Unknown",1,554
11/20/2016,"Cappuccino, Unknown",1,555
06/28/2016,Latte,1,556
02/26/2016,Drip Coffee,1,557
04/11/2016,New Orleans Iced Coffee (cup),1,558
08/14/2016,Drip Coffee,1,559
08/08/2016,Macchiato,1,560
06/01/2016,Macchiato,1,561
04/14/2016,Drip Coffee,1,562
03/22/2016,"Cappuccino, Unknown",1,563
05/19/2016,Latte,1,564
07/21/2016,Latte,1,565
02/08/2016,Mocha,1,566
03/16/2016,Drip Coffee,1,567
05/20/2016,S.O. Iced - 4 oz Oji,1,568
09/11/2016,New Orleans Iced Coffee (cup),1,569
07/29/2016,New Orleans Iced Coffee (cup),1,570
11/22/2016,"Cappuccino, Unknown",2,571
05/19/2016,Americano,1,572
12/06/2016,New Orleans Iced Coffee (cup),1,573
09/21/2016,Hot Chocolate,1,574
08/10/2016,Drip Coffee,1,575
06/25/2016,S.O. Iced Coffee,1,576
03/29/2016,Mocha,1,577
08/22/2016,Americano,2,578
12/22/2016,Drip Coffee,1,579
03/23/2016,S.O. Iced Coffee,1,580
06/07/2016,Latte,2,581
11/16/2016,Latte,1,582
11/19/2016,Drip Coffee,-1,583
03/16/2016,New Orleans Iced Coffee (cup),1,584
07/12/2016,New Orleans Iced Coffee (cup),2,585
11/02/2016,Drip Coffee,1,586
11/18/2016,Gibraltar,1,587
03/03/2016,Latte,1,588
12/21/2016,Latte,2,589
03/19/2016,New Orleans Iced Coffee (cup),1,590
08/24/2016,Milk,1,591
03/18/2016,"Cappuccino, Unknown",1,592
12/14/2016,"Cappuccino, Unknown",1,593
12/05/2016,S.O. Iced - 4 oz Oji,1,594
02/21/2016,Drip Coffee,1,595
11/19/2016,Apple Juice,1,596
05/04/2016,Americano,1,597
05/19/2016,Drip Coffee,1,598
05/08/2016,Latte,1,599
08/15/2016,"Cappuccino, Unknown",1,600
10/05/2016,Hot Chocolate,1,601
11/11/2016,Latte,1,602
08/03/2016,Latte,1,603
08/24/2016,Drip Coffee,1,604
04/09/2016,Drip Coffee,1,605
06/14/2016,Chemex Coffee,1,606
10/10/2016,"Cappuccino, Unknown",1,607
12/30/2016,Drip Coffee,2,608
11/08/2016,Latte,1,609
07/26/2016,Sparkling Water,1,610
09/26/2016,Drip Coffee,1,611
03/25/2016,Latte,1,612
06/21/2016,New Orleans Iced Coffee (cup),1,613
11/29/2016,"Cappuccino, Unknown",1,614
08/06/2016,Latte,2,615
10/21/2016,Hot Chocolate,1,616
03/27/2016,Gibraltar,1,617
09/27/2016,Mocha,1,618
03/29/2016,Latte,1,619
12/06/2016,Drip Coffee,1,620
06/24/2016,Gibraltar,1,621
11/01/2016,Espresso,1,622
08/09/2016,Apple Juice,1,623
09/13/2016,Juice,1,624
05/06/2016,S.O. Iced Coffee,1,625
10/06/2016,New Orleans Iced Coffee (cup),1,626
06/07/2016,New Orleans Iced Coffee (cup),1,627
06/12/2016,"Cappuccino, Unknown",1,628
02/12/2016,"Cappuccino, Unknown",1,629
07/13/2016,Latte,1,630
10/28/2016,Macchiato,1,631
11/20/2016,Espresso,1,632
12/11/2016,NOLA Carton,1,633
02/15/2016,Mocha,1,634
07/02/2016,Mocha,1,635
10/04/2016,New Orleans Iced Coffee (cup),2,636
05/24/2016,Drip Coffee,1,637
08/29/2016,Drip Coffee,1,638
07/03/2016,Latte,1,639
09/03/2016,Drip Coffee,1,640
09/05/2016,Cascara Fizz,1,641
11/06/2016,Gibraltar,1,642
03/13/2016,Drip Coffee,1,643
02/26/2016,Drip Coffee,1,644
11/11/2016,Drip Coffee,1,645
09/22/2016,"Cappuccino, Unknown",1,646
12/10/2016,NOLA Carton,2,647
02/10/2016,Hot Chocolate,1,648
12/15/2016,Latte,1,649
07/19/2016,Milk,1,650
12/15/2016,Drip Coffee,1,651
08/18/2016,New Orleans Iced Coffee (cup),1,652
03/25/2016,Drip Coffee,1,653
10/29/2016,Drip Coffee,1,654
09/22/2016,Cascara Fizz,1,655
11/07/2016,Chemex Coffee,1,656
11/23/2016,Hot Chocolate,1,657
03/19/2016,Latte,2,658
05/03/2016,New Orleans Iced Coffee (cup),2,659
03/05/2016,Gibraltar,1,660
03/23/2016,Hot Chocolate,1,661
12/04/2016,Cascara Fizz,1,662
10/25/2016,S.O. Iced Coffee,1,663
06/11/2016,Macchiato,1,664
05/11/2016,S.O. Iced Coffee,1,665
07/27/2016,Chemex Coffee,1,666
03/14/2016,Drip Coffee,1,667
03/09/2016,Latte,1,668
05/09/2016,Latte,1,669
04/04/2016,New Orleans Iced Coffee (cup),1,670
08/04/2016,"Au Lait, Unknown",1,671
12/09/2016,Latte,1,672
09/01/2016,New Orleans Iced Coffee (cup),1,673
09/28/2016,New Orleans Iced Coffee (cup),2,674
10/29/2016,Chemex Coffee,1,675
03/29/2016,Latte,1,676
03/20/2016,"Cappuccino, Unknown",1,677
04/06/2016,Drip Coffee,1,678
07/07/2016,Drip Coffee,1,679
10/02/2016,S.O. Iced - 4 oz Oji,1,680
05/23/2016,S.O. Iced Coffee,1,681
05/03/2016,S.O. Iced - 4 oz Oji,1,682
03/24/2016,New Orleans Iced Coffee (cup),1,683
05/14/2016,S.O. Iced - 4 oz Oji,1,684
09/12/2016,Macchiato,1,685
09/16/2016,New Orleans Iced Coffee (cup),1,686
10/16/2016,New Orleans Iced Coffee (cup),1,687
08/29/2016,Americano,1,688
09/18/2016,Apple Juice,1,689
12/22/2016,Latte,1,690
04/03/2016,New Orleans Iced Coffee (cup),1,691
02/22/2016,Drip Coffee,1,692
08/18/2016,Macchiato,2,693
03/25/2016,Latte,1,694
